Name;Street;Zipcode;City;Country;Phonenumber;Website;Email;Segment;Subsegment
SWC Wälzlagerfabrikation Schweinfurt GmbH;Am Lagerhaus 2;97464;Niederwerrn;Germany;+49 9726 91320;www.swc-bearings.de;info@swc-bearings.de;Industrial and Services;Machinery & Equipment
syskomp GmbH;Max-Planck-Straße 1;92224;Amberg;Germany;+49 9621 675470;www.syskomp.de;sales@syskomp.de;Industrial and Services;Machinery & Equipment
Systec GmbH;Nottulner Landweg 90;48161;Münster;Germany;+49 2534 800170;www.systec.de;info@systec.de;Industrial and Services;Machinery & Equipment
SZTechnik GmbH Sortier- u. Zuführtechnik;Schloßbergstraße 15;72108;Rottenburg;Germany;+49 7472 988450;www.sztechnik.de;info@sztechnik.de;Industrial and Services;Machinery & Equipment
Taktomat;Laichanger 5;86554;Pöttmes;Germany;;http://taktomat.de/;;;
Tampomark GmbH;Rheinhorststraße 1;67071;Ludwigshafen;Germany;+49 621 1503280;www.tampomark.de;info@tampomark.de;Industrial and Services;Machinery & Equipment
Technische Antriebselemente GmbH;Lademannbogen 45;22339;Hamburg;Germany;+49 40 53889210;www.tea-hamburg.de;info@tea-hamburg.de;Industrial and Services;Machinery & Equipment
tectomove;Carl-Zeiss-Straße 15;73230;Kirchheim;Germany;+49 7021 980510;www.neumann-automation.de;info@tectomove.com;Industrial and Services;Machinery & Equipment
Tegel-Technik GmbH;Siemensstraße 2;89537;Giengen;Germany;+49 7322 96110;www.tegel-technik.de;info@tegel-technik.de;Industrial and Services;Electronics
TEKON Prüftechnik GmbH;Auf der Höhe 17;71394;Kernen;Germany;+49 7151 368840;www.tekon-prueftechnik.de;info@tekon-prueftechnik.de;Industrial and Services;Electronics
TFC Ltd. Niederlassung Bochum;Kohlenstraße 51-55;44795;Bochum;Germany;+49 234 923610;www.tfc.eu.com;info@tfc.eu.com;Industrial and Services;Machinery & Equipment
THK GmbH;Kaiserswerther Str. 115;40880;Ratingen;Germany;+49 2102 74250;www.thk.com;info.ehq@thk.com;Industrial and Services;Machinery & Equipment
Tippl GmbH;Im Gehrn 10;71737;Kirchberg;Germany;+49 7144 88880;www.tippl.de;mail@tippl.de;Industrial and Services;Electronics
topex Etikettiermaschinen GmbH;Daimlerstraße 2;73268;Erkenbrechtsweiler;Germany;+49 7026 93160;www.topex.de;zentrale@topex.de;Industrial and Services;Machinery & Equipment
Torwegge GmbH & Co. KG;Oldermanns Hof 6;33719;Bielefeld;Germany;+49 521 934170;www.torwegge.de;info@torwegge.de;Industrial and Services;Machinery & Equipment
Toss Verpackungssysteme GmbH & Co. KG;Danziger Str. 15;35418;Buseck;Germany;+49 6408 90910;www.toss-gmbh.de;info@toss-gmbh.de;Industrial and Services;Packaging
Transort GmbH;Fichtenweg 2;57392;Schmallenberg;Germany;+49 2974 969580;www.transort.de;info@transort.de;Industrial and Services;Machinery & Equipment
Treston Deutschland GmbH;Friedrich-Ebert-Damm 143;22047;Hamburg;Germany;+49 40 881650220;www.treston.de;info.de@treston.com;Industrial and Services;Machinery & Equipment
TRETTER Dr. Erich GmbH & Co. - Maschinenelemente;Am Desenbach 10;73098;Rechberghausen;Germany;+49 7161 953340;www.tretter.de;info@tretter.de;Industrial and Services;Machinery & Equipment
TRINAMIC Motion Control GmbH & CO. KG;Waterloohain 5;22769;Hamburg;Germany;+49 40 5148060;www.trinamic.com;tmc_info@trinamic.com;Industrial and Services;Electronics
TSS Thielmann Spray-Systems GmbH & Co. KG;Fliederstraße 9;35708;Haiger;Germany;+49 2773 6311;www.tss-thielmann.de;mail@tss-thielmann.de;Industrial and Services;Machinery & Equipment
Entex Rust & Mitschke GmbH;Heinrichstraße 67A;44805;Bochum;Germany;+49 234 891220;www.entex.de;info@entex.de;Industrial and Services;Machinery & Equipment
Enwa AS Deutschland;Sanddornweg 10;53773;Hennef;Germany;+49 2242 9461200;www.enwa-deutschland.business.site;;Industrial and Services;Fluid Systems & Pipes
ERBIWA GmbH;Westpark 6;88161;Lindenberg;Germany;+49 8381 8072330;www.erbiwa.com;info@erbiwa.com;Industrial and Services;Machinery & Equipment
Erkis Plast;Bedburger Weide 16;47551;Bedburg-Hau;Germany;+49 2821 7118790;;;;
Ermet-Buck Kunststofftechnologie GmbH;Rothenburger Str. 49;91438;Bad;Germany;+49 9841 40390;www.ermet-buck.de;info@ermet-buck.de;Industrial and Services;Machinery & Equipment
ESC Europa-siebdruckmaschinen-centrum GmbH & Co. KG;Heldmanstraße 30;32108;Bad;Germany;+49 5222 8090;www.esc-online.de;info@esc-online.de;Industrial and Services;Special Machinery
Eschmann Stahl GmbH & Co. KG;Otto-Hahn-Straße 3;51580;Reichshof;Germany;+49 2265 99400;www.eschmannstahl.de;welcome@eschmannstahl.de;Industrial and Services;Machinery & Equipment
Etimex Technical Components GmbH;Ehinger Str. 30;89616;Rottenacker;Germany;+49 7393 520;www.etimex-tc.com;;Industrial and Services;IM
Ettlinger Kunststoffmaschinen GmbH;Messerschmittring 49;86343;Königsbrunn;Germany;+49 8231 3490800;www.ettlinger.com;;Industrial and Services;Special Machinery
Eugen Rold GmbH;Schwangenstraße 11;79297;Winden;Germany;+49 7685 91070;www.roldwerkzeugbau.de;info@roldgmbh.com;Industrial and Services;Molds maker
EP Kunststofftechnik GmbH;Reinhold-Würth-Straße;74360;Ilsfeld;Germany;+49 7062 979778;www.ep-kunststofftechnik.de;info@ep-kunststofftechnik.de;Industrial and Services;IM
exrotec GmbH;Industriestraße 5;96524;Neuhaus-Schierschnitz;Germany;+49 36764 8020;www.exrotec.de;info@exrotec.de;Industrial and Services;IM
Extrudex Kunststoffmaschinen GmbH;In den Waldäckern 16;75417;Mühlacker;Germany;+49 7041 96250;www.extrudex.de;info@extrudex.de;Industrial and Services;Special Machinery
F&W Frey & Winkler GmbH;Benzstraße 13;75203;Königsbach-Stein;Germany;+49 7232 30540;www.freywinkler.de;;Industrial and Services;IM
F. Morat & Co. GmbH;Franz-Morat-Straße 4;79871;Eisenbach;Germany;+49 7657 91060;www.f-morat.de;info@f-morat.com;Industrial and Services;Machinery & Equipment
F.W. Breidenbach GmbH & Co. KG;Raiffeisenstraße 4;63589;Linsengericht;Germany;+49 6051 96130;www.breidenbach-tpe.de;;Industrial and Services;Machinery & Equipment
FEBA Automation und modulare Systeme GmbH;Bahnhofstraße 15;57392;Schmallenberg;Germany;+49 2972 9621711;www.feba-systeme.com;info@feba-systeme.com;Industrial and Services;Engineering & Product Design
Feddem GmbH & Co. KG;Mosaikweg 19;53489;Sinzig;Germany;+49 2642 9078130;www.feddem.com;info@feddem.com;Industrial and Services;Special Machinery
Ferrofacta GmbH;Rennertehäuser Weg 11;35108;Allendorf;Germany;+49 6452 8090345;www.ferrofacta.com;contact@ferrofacta.com;Consumer Goods and Electronics;Molds maker
Fiege electronic GmbH;Lorscher Str. 12;69469;Weinheim;Germany;+49 6201 259580;www.fiege-electronic.de;info@fiege-electronic.de;Industrial and Services;Electronics
FKT Formenbau und Kunststofftechnik GmbH;Jahnstraße 2;7819;Triptis;Germany;+49 36482 870;www.fkttriptis.de;fkt@fkt-triptis.de;Industrial and Services;Molds maker
Flexicam GmbH;Benkertsweg 9;97246;Eibelstadt;Germany;+49 9303 90810;www.flexicam.com;;Industrial and Services;CNC Machining
Form & Function Entwicklungs- und Fertigungs GmbH;Westerwaldblick 8;35745;Herborn;Germany;+49 2772 95990;www.form-function.de;;Industrial and Services;
Formconsult Werkzeugbau GmbH;An der Asbacher Str. 36;98574;Schmalkalden;Germany;+49 3683 79280;www.formconsult.de;info@formconsult.de;Industrial and Services;Molds maker
Formenbau Rapp GmbH;Blumenstraße 13;74369;Löchgau;Germany;+49 7143 21055;www.formenbau-rapp.de;;Industrial and Services;Molds maker
FOX Velution GmbH;Fürther Str. 27;90429;Nürnberg;Germany;;http://www.fox-velution.de/;;;
foxiflex Verwaltungs GmbH;Rietzer Berg 13;14797;Kloster;Germany;+49 3381 211210;www.foxiflex.com;info@foxiflex.com;Industrial and Services;Fluid Systems & Pipes
FPT Robotik GmbH & Co. KG;Schattbucher Str. 10;88279;Amtzell;Germany;+49 7520 95130;www.fpt.de;robotik@fpt.de;Industrial and Services;Robots
FRANK plastic AG;Herbert-Frank-Straße 26;72178;Waldachtal;Germany;+49 7486 1810;www.frankplastic.de;info@frankplastic.de;Industrial and Services;Machinery & Equipment
Frasch GmbH & Co. KG;Untere Rainstraße 22;73235;Weilheim;Germany;+49 7023 745860;www.frasch-online.de;info@frasch-online.de;Industrial and Services;Special Machinery
Fried-Kunststofftechnik GmbH;Wasenstraße 90;73660;Urbach;Germany;+49 7181 80000;www.fried.de;info@fried.de;Industrial and Services;Machinery & Equipment
Frupack Plastic GmbH;Domstraße 18;20095;Hamburg;Germany;+49 40 362237;www.frupack.de;info@frupack.de;Industrial and Services;Packaging
Ftw Werner Würth GmbH;Am Rottland 2;58540;Meinerzhagen;Germany;+49 2354 701115;www.ftw-wuerth.de;info@ftw-wuerth.de;Industrial and Services;Special Machinery
Fuchs Engineering GmbH;Sindelfinger Str. 4/4;72070;Tübingen;Germany;+49 7071 9755560;www.fuchs-engineering.info;info@fuchs-engineering.de;Industrial and Services;Special Machinery
FWS Formen- und Werkzeugbau Stedry GmbH;Werkstraße 12;77815;Bühl;Germany;+49 7223 8083730;www.stedry.de;info@stedry.de;Industrial and Services;Molds maker
Ganzelewski Maschinenbau GmbH;Möllberger Str. 21;32602;Vlotho;Germany;+49 5733 96340;www.ganzelewski.de;info@ganzelewski.de;Industrial and Services;Special Machinery
GC-heat Gebhard GmbH & Co. KG;Industriestraße 34;51545;Waldbröl;Germany;+49 2291 7960;www.gc-heat.de;info@gc-heat.de;Industrial and Services;Electrical
Gebr. Schwarz GmbH;Zepfenhaner Str. 35;78628;Rottweil;Germany;+49 7427 94960;www.schwarz-gmbh.de;info@schwarz-gmbh.de;Industrial and Services;Molds maker
Gefran Deutschland GmbH;Philipp-Reis-Straße 9A;63500;Seligenstadt;Germany;+49 6182 8090;www.gefran.com;info@gefran.com;Industrial and Services;Machinery & Equipment
GEKU Automatisierungssysteme GmbH;Hinter der Bahn 15;31603;Diepenau;Germany;+49 5775 94910;www.geku.de;info@geku.de;Industrial and Services;Robots
Gerco Technik GmbH;Am Fleigendahl 5;59320;Ennigerloh;Germany;+49 2524 9285590;www.gerco-technik.de;info@gerco-technik.de;Industrial and Services;Machinery & Equipment
Getecha GmbH;Am Gemeindegraben 13;63741;Aschaffenburg;Germany;+49 6021 84000;www.getecha.de;info@getecha.de;Industrial and Services;Special Machinery
Tykma Markiersysteme GmbH;Löhestraße 18;53773;Hennef;Germany;+49 2242 9165920;www.tykma.de;info@tykma.de;Industrial and Services;Machinery & Equipment
GHD-Präzisions-Formenbau;Bachstraße 27;90613;Großhabersdorf;Germany;+49 9105 9989390;www.ghd-formenbau.de;info@ghd-formenbau.de;Industrial and Services;Molds maker
Ulixes Robotersysteme GmbH;Blumenstraße 47;70736;Fellbach;Germany;+49 711 13776560;www.ulixes.de;info@ulixes.de;Industrial and Services;Robots
Gindele GmbH;Aschengasse 20;75242;Neuhausen;Germany;+49 7234 95170;www.gindele.de;info@gindele.de;Industrial and Services;Molds maker
Unimec Deutschland GmbH;Pionierstraße 3A;77694;Kehl;Germany;+49 7851 9947780;www.unimec.de;info@unimec.eu;Industrial and Services;Machinery & Equipment
Unimotion GmbH;Waldstraße 20;78736;Epfendorf;Germany;+49 7404 9308560;www.unimotion.de;info@unimotion.de;Industrial and Services;Machinery & Equipment
GKT Gummi- und Kunststofftechnik Füstenwalde GmbH;Tränkeweg 3;15517;Fürstenwalde/Spree;Germany;+49 3361 553590;www.gkt-gmbh.com;service@gkt-gmbh.com;Industrial and Services;Molds maker
URT Utz RatioTechnik GmbH;Daimlerstraße 23;71404;Korb;Germany;+49 7151 30050;www.urt-utz.de;info@urt-utz.de;Industrial and Services;Robots
UST Kurt Roth e. K. Inh. Patrick Fricker;Dieselstraße 8;75334;Straubenhardt;Germany;+49 7082 93701;www.ust-induktion.de;info@ust-induktion.de;Industrial and Services;Electrical
GKV/TecPart - Verband Technische Kunststoff-Produkte e. V.;Städelstraße 10;60596;Frankfurt;Germany;+49 69 2710535;www.tecpart.de;info@tecpart.de;Industrial and Services;
Variobotic GmbH - Automatisierung nach dem Baukastenprinzip;Dr.-Carl-Schwenk-Str. 24;89233;Neu-Ulm;Germany;+49 731 20641573;www.variobotic.de;info@variobotic.de;Industrial and Services;Robots
Variotech GmbH;Lise-Meitner-Straße 12;48529;Nordhorn;Germany;+49 5921 89890;www.variotech.de;info@variotech.de;Industrial and Services;Machinery & Equipment
Gneuss GmbH;Mönichhusen 42;32549;Bad;Germany;+49 5731 53070;www.gneuss.de;gneuss@gneuss.com;Industrial and Services;Machinery & Equipment
Ventzki GmbH;Stuttgarter Str. 122;73054;Eislingen/Fils;Germany;+49 7161 984420;www.ventzki.de;service@ventzki.de;Industrial and Services;Machinery & Equipment
Gollmer Formen GmbH;Oberer Sand 6;73252;Lenningen;Germany;+49 7026 6010111;www.gollmer-formen.de;info@gollmer-formen.de;Industrial and Services;Molds maker
Vetter Kleinförderbänder GmbH;Einsteinstraße 8;89179;Beimerstetten;Germany;+49 7348 9674850;www.vetter-band.de;info@vetter-band.de;Industrial and Services;Machinery & Equipment
visicontrol Gesellschaft für elektronische Bildverarbeitung mbH;Ettishofer Str. 8;88250;Weingarten;Germany;+49 751 560130;www.visicontrol.com;info@visicontrol.com;Industrial and Services;Machinery & Equipment
Visimation GmbH Bildverarbeitung für die Automation;Germanenstraße 9;72768;Reutlingen;Germany;+49 7121 3045800;www.visimation.de;post@visimation.de;Industrial and Services;Electronics
GÖTTFERT Werkstoff-Prüfmaschinen GmbH;Siemensstraße 2;74722;Buchen;Germany;+49 6281 4080;www.goettfert.de;info@goettfert.de;Industrial and Services;Electrical
Visual Electronic GmbH;Industriepark 210;78244;Gottmadingen;Germany;+49 7731 977170;www.visual-electronic.de;info@visual-electronic.de;Industrial and Services;Electronics
GOUGH GmbH Sieb- und Fördertechnik;Zeppelinstraße 7;78256;Steißlingen;Germany;+49 7738 7210;www.goughgmbh.de;info@goughgmbh.de;Industrial and Services;Machinery & Equipment
Vmeca GmbH;Gutenbergstraße 20;70794;Filderstadt;Germany;00;www.vmeca.com;;Industrial and Services;Machinery & Equipment
Voith Turbo H + L Hydraulic GmbH & Co.KG;Schuckertstraße 15;71277;Rutesheim;Germany;+49 7152 9923;www.voith.com;info@voith.com;Industrial and Services;Electronics
GRÄSSLIN SÜD GmbH;Auf Herdenen 25;78052;Villingen-Schwenningen;Germany;+49 7721 40400;www.graesslin-kunststoffe.de;info@graesslin-kunststoffe.de;Industrial and Services;Machinery & Equipment
Von Roll Germany GmbH;Theodor-Sachs-Straße 1;86199;Augsburg;Germany;+49 821 9020;www.vonroll.com;cs.europe.wire@vonroll.com;Industrial and Services;Electronics
GreenLife GmbH;Sacktannen 1;19057;Schwerin;Germany;+49 385 773370;www.greenlife.de;info@greenlife.info;Industrial and Services;Machinery & Equipment
WERMA GmbH + Co.KG;Dürbheimer Str. 15;78604;Rietheim-Weilheim;Germany;+49 7424 95570;www.werma.com;info@werma.com;Industrial and Services;Electrical
Wachendorff Prozesstechnik GmbH & Co. KG;Industriestraße 7;65366;Geisenheim;Germany;+49 6722 996520;www.wachendorff-prozesstechnik.de;wp@wachendorff.de;Industrial and Services;Electrical
Walther Systemtechnik GmbH;Hockenheimer Str. 3;76726;Germersheim;Germany;+49 7274 70220;www.walther-2000.de;info@walther-2000.de;Industrial and Services;Machinery & Equipment
Greif Technik Schmid GmbH;Schulze-Delitzsch-Weg 30;89079;Ulm;Germany;+49 731 8802560;www.gts-p.de;info@gts-p.de;Industrial and Services;Robots
WALTHER-PRÄZISION Carl Kurt Walther GmbH & Co. KG;Westfalenstraße 2;42781;Haan;Germany;+49 212 95670;www.walther-praezision.de;info@walther-praezision.de;Industrial and Services;Machinery & Equipment
Groche Technik GmbH;Am Lehmstich 12;32689;Kalletal;Germany;+49 5264 656610;www.groche.business.site;;Industrial and Services;Engineering & Product Design
Wandel CNC-Technik GmbH;Daimlerstraße 1;72124;Pliezhausen;Germany;+49 7127 932930;www.wandel-cnc.com;info@wandel-cnc.com;Industrial and Services;CNC Machining
Weber Schraubautomaten GmbH;Hans-Urmiller-Ring 56;82515;Wolfratshausen;Germany;+49 8171 4060;www.weber-online.com;info@weber-online.com;Industrial and Services;Electrical
Webrapack Verpackungsmaschinen GmbH;Friedrich-Ebert-Anlage 7;69117;Heidelberg;Germany;+49 6221 28094;www.webrapack.de;info@webrapack.de;Industrial and Services;Packaging
Weforma Dämpfungstechnik GmbH;Werther Str. 44;52224;Stolberg;Germany;+49 2402 98920;www.weforma.com;info@weforma.com;Industrial and Services;Machinery & Equipment
Gebrüder Schmidt KG;Michelswiese 9;55743;Idar-Oberstein;Germany;+49 6784 99360;www.gebruederschmidt.de;info@gs-kunststofftechnik.de;Industrial and Services;IM
WEISS GmbH;Siemensstraße 17;74722;Buchen;Germany;+49 6281 52080;www.weiss-gmbh.de;info@weiss-gmbh.de;Industrial and Services;Electrical
Weiss Robotics GmbH & Co. KG;Karl-Heinrich-Käferle-Straße 8;71640;Ludwigsburg;Germany;+49 7141 947020;www.weiss-robotics.de;office@weiss-robotics.com;Industrial and Services;Robots
Wenglor Sensoric Elektronische Geräte GmbH;Martha-Schlinkert-Weg 8;30982;Pattensen;Germany;+49 5101 916571;www.wenglor.com;info@wenglor.com;Industrial and Services;Electrical
WeReTEC GmbH Maschinen- und Edelstahltechnik;Schreiäckerstr. 1;89429;Bachhagel;Germany;+49 9077 950880;www.weretec.de;info@weretec.de;Industrial and Services;Machinery & Equipment
WERUCON GmbH;Nantes-Straße;28309;Bremen;Germany;+49 421 2230850;www.werucon.de;info@werucon.de;Industrial and Services;Machinery & Equipment
WETEC Werkzeughandel und technischer Bedarf GmbH & Co. KG;Jägerwald 11;42897;Remscheid;Germany;+49 2191 562620;www.wetec.de;info@wetec.de;Industrial and Services;Machinery & Equipment
WIBOND Informationssysteme GmbH;Neustädter Str. 19;92711;Parkstein;Germany;+49 9602 600103;www.wibond.de;info@wibond.de;Industrial and Services;Electronics
Wiedmann Maschinenbau;Jahnstraße 51;73326;Deggingen;Germany;+49 7334 96190;www.w-qsm.com;info@w-qsm.com;Industrial and Services;Machinery & Equipment
Wieland Electric GmbH;Brennerstraße 10-14;96052;Bamberg;Germany;+49 951 93240;www.wieland-electric.com;info@wieland-electric.com;Industrial and Services;Electrical
WMV Robotics;Hafnerstraße 59;72131;Ofterdingen;Germany;+49 7473 9238480;www.wmv-robotics.de;info@i-botics.de;Industrial and Services;Machinery & Equipment
Woll Maschinenbau GmbH;Krughütter Str. 93;66128;Saarbrücken;Germany;+49 681 970240;www.woll-maschinenbau.de;info@woll-maschinenbau.de;Industrial and Services;Machinery & Equipment
Wörner Automatisierungstechnik GmbH;Rechbergstraße 50;73770;Denkendorf;Germany;+49 711 6016090;www.woerner-gmbh.com;info@woerner-gmbh.com;Industrial and Services;Robots
WSM-Automation GmbH;Kupferstraße 7;44577;Castrop-Rauxel;Germany;+49 2305 963240;www.wsm-automation.de;info@wsm-automation.de;Industrial and Services;Electrical
Hack Formenbau GmbH;Wielandstraße 11;73230;Kirchheim;Germany;+49 7021 97560;www.hack-formenbau.de;;Industrial and Services;Molds maker
Wuppermann AG;Ottostraße 5;51381;Leverkusen;Germany;+49 2171 50000;www.wuppermann.de;info@wuppermann.com;Industrial and Services;Machinery & Equipment
Haitian International Germany GmbH;Hansastraße 5;90441;Nürnberg;Germany;+49 911 3766280;www.haitiangermany.com;info@haitiangermany.com;Industrial and Services;Special Machinery
x-pro GmbH;Hermann-Schwer-Straße 3;78048;Villingen-Schwenningen;Germany;+49 7721 9461240;http://www.x-pro-gmbh.de/;;;
Xpertgate GmbH & Co KG;Augustaanlage 18;68165;Mannheim;Germany;+49 621 17828960;www.xpertgate.de;info@adressexpertgate.de;Industrial and Services;Machinery & Equipment
Andr. Hakenjos Söhne KG;Eichendorffstraße 37;78054;Villingen-Schwenningen;Germany;+49 7720 7016;www.hakos-gmbh.de;info@hakos-gmbh.de;Industrial and Services;Machinery & Equipment
YELLO NetCom GmbH;Birkenallee 115;48432;Rheine;Germany;+49 5971 961760;www.yello-net.de;rheine@yello-net.de;Industrial and Services;Electronics
hamos GmbH Recycling- und Separationstechnik;Im Thal 17;82377;Penzberg;Germany;+49 8856 92610;www.hamos.com;hamos@hamos.com;Industrial and Services;Engineering & Product Design
Zerspanungstechnik Seelze;Wernerusstraße 41a;29227;Celle;Germany;+49 5141 977230;www.zertec-seelze.de;info@z-tec.de;Industrial and Services;CNC Machining
ZAE-Antriebssysteme GmbH & Co KG;Schützenstraße 105;22761;Hamburg;Germany;+49 40 8539303;www.zae.de;info@zae.de;Industrial and Services;Electronics
Hans-Hermann Bosch GmbH;In der Au 11;73342;Bad;Germany;+49 7335 96040;www.bosch-hh.de;info@bosch-hh.de;Industrial and Services;Machinery & Equipment
Zasche handling;Markham Str. 13;86720;Nördlingen;Germany;+49 9081 80170;www.zasche.de;info@zasche.de;Industrial and Services;Robots
Harmuth CNC-Frästechnik;Martin-Pauls-Straße 156;26954;Nordenham;Germany;+49 4731 951119;www.harmuth-cnc.de;info@harmuth-cnc.de;Industrial and Services;CNC Machining
ZBV-AUTOMATION GmbH;Echternacher Str. 3;53842;Troisdorf;Germany;+49 2241 951150;www.zbv-automation.de;info@zbv-automation.de;Industrial and Services;Robots
Zeilhofer Handhabungstechnik GmbH & Co. KG;Konrad-Zuse-Straße 7;83607;Holzkirchen;Germany;+49 8024 4633060;www.zeilhofer-handhabung.de;info@zeilhofer-handhabung.de;Industrial and Services;Machinery & Equipment
Zeltwanger Automation GmbH;Maltschachstraße 32;72144;Dußlingen;Germany;+49 7072 92897501;www.zeltwanger.de;holding@zeltwanger.de;Industrial and Services;Machinery & Equipment
Zimmermann Norm- und Verbindungstechnik GmbH;Biedenkamp 1b;21509;Glinde;Germany;+49 40 7148780;www.zinorm.de;info@zinorm.de;Industrial and Services;Machinery & Equipment
zipatec Montagetechnik GmbH & Co. KG;Kleewiesenweg 5;90562;Kalchreuth;Germany;+49 911 5192920;www.zipatec.de;info@zipatec.de;Industrial and Services;Machinery & Equipment
Zollern GmbH & Co. KG;Hitzkofer Str. 1;72517;Sigmaringendorf;Germany;+49 7571 700;www.zollern.de;info@zollern.com;Industrial and Services;Machinery & Equipment
ZORN Maschinenbau GmbH;Höllstraße 11;78333;Stockach;Germany;+49 7771 873730;www.zorn-maschinenbau.com;zorn@zorn-maschinenbau.com;Industrial and Services;Machinery & Equipment
ZORN microsolution GmbH;Höllstraße 11;78333;Stockach;Germany;+49 7771 87373200;www.zorn-microsolution.com;zorn@zorn-microsolution.com;Industrial and Services;Machinery & Equipment
HB-THERM GmbH;Dammstraße 70;53721;Siegburg;Germany;+49 2241 59460;www.hb-therm.de;info@hb-therm.de;Industrial and Services;Electrical
ZS Anlagenbau GmbH;Heideckstraße 1;86633;Neuburg;Germany;+49 8431 907160;www.zs-anlagenbau.de;info@zs-anlagenbau.de;Industrial and Services;Machinery & Equipment
Zwicker Kugellager GmbH;Emminger Str. 3;94508;Schöllnach;Germany;+49 9903 93090;www.kuenemund.de;geschaeftsleitung@kuenemund.de;Industrial and Services;Machinery & Equipment
HD Kunststoffe & Kunststofferzeugnisse GmbH;Am Eichholz 30;42897;Remscheid;Germany;+49 2191 592130;www.hd-kunststoffe.com;info@hd-kunststoffe.com;Industrial and Services;IM
ZZ Antriebe GmbH;An der Tagweide 12;76139;Karlsruhe;Germany;+49 721 62050;www.zzdrivetech.com;info@zzdrivetech.com;Industrial and Services;Machinery & Equipment
HEB Hydraulik-Elementebau GmbH;Bebelstraße 21;79108;Freiburg;Germany;+49 761 130990;www.heb-zyl.com;info@heb-zyl.de;Industrial and Services;Machinery & Equipment
Heinrich Dreher GmbH & Co. KG;Zieglerstraße 17;52078;Aachen;Germany;+49 241 515630;www.dreher-aachen.de;info@dreher-aachen.de;Industrial and Services;Electrical
Hekuma Gmbh;Freisinger Str. 3 b;85386;Eching;Germany;+49 811 999770;www.hekuma.com;customerservice@hekuma.com;Industrial and Services;IM
HELIOS Gerätebau für Kunststofftechnik GmbH;Hechtseestraße 8;83022;Rosenheim;Germany;+49 8031 354180;www.helios-systems.de;info@helios-systems.de;Industrial and Services;Machinery & Equipment
Hellweg Maschinenbau;Vennstraße 10;52159;Roetgen;Germany;+49 2471 4254;www.hellweg-granulators.com;info@hellweg-maschinenbau.de;Industrial and Services;Engineering & Product Design
[mu: v] GmbH Marketing und Vertriebs-Gesellschaft für Systeme und Technologien;Domagkstraße 7;85551;Kirchheim;Germany;+49 89 12474200;www.mu-v.de;info@mu-v.de;Industrial and Services;Electronics
Herbold Meckesheim GmbH;Industriestraße 33;74909;Meckesheim;Germany;+49 6226 9320;www.herbold.com;herbold@herbold.com;Industrial and Services;Special Machinery
Ac-automation GmbH & Co. KG;Saarallee 18;54470;Bernkastel-Kues;Germany;+49 6531 501970;www.autefafilaments.de;info@ac-automation.de;;
ACG Automation Center Germany GmbH & Co KG;IFM-Straße;88069;Tettnang;Germany;+49 7542 93820;www.acg.world;info@acg.world;Industrial and Services;Machinery & Equipment
Fela Deutschland GmbH;Am Bahnhof 2;55765;Birkenfeld;Germany;+49 6782 8789915;www.fela-deutschland.de;info@fela-deutschland.de;Industrial and Services;Electronics
AFEMA Automatisierungs- und Steuerungstechnik GmbH;Kraußoldstraße 20;95615;Marktredwitz;Germany;+49 9231 603351;www.afema.de;info@scherdel.de;Industrial and Services;Robots
AFFELDT Maschinenbau GmbH;Altendeich 14;25335;Raa-Besenbek;Germany;+49 4121 2960;www.affeldt.com;sales@affeldt.com;Industrial and Services;Machinery & Equipment
AK Automation und Kommunikationstechnik GmbH;Uttmannstraße 15;1591;Riesa;Germany;+49 3525 725940;www.ak-riesa.de;home@ak-riesa.de;Industrial and Services;Machinery & Equipment
Herz GmbH;Biberweg 1;56566;Neuwied;Germany;+49 2622 81086;www.herz-gmbh.com;info@herz-gmbh.com;Industrial and Services;Machinery & Equipment
BRF Verpackungen GmbH & Co. KG;Lenhartzhammer 6;42899;Remscheid;Germany;+49 2191 696250;www.brf-verpackungen.de;info@brf-verpackungen.de;Industrial and Services;Packaging
Hesco Kunststoffverarbeitung GmbH;Im Biotechnologiepark;14943;Luckenwalde;Germany;+49 3371 40580;www.hesco.de;hesco@hesco.de;Industrial and Services;Machinery & Equipment
Brückner Automation Verwaltungs GmbH;Friedrich-Rückert-Straße 60a;96450;Coburg;Germany;+49 9561 31890;karlheinz.weinmann@brueckner.com;info@brf-verpackungen.de;Industrial and Services;Machinery & Equipment
HFT GmbH&Co.KG;Otto-Hahn-Ring 25;64653;Lorsch;Germany;+49 6252 794760;www.hftech.de;info@hftech.de;Industrial and Services;Machinery & Equipment
HG Grimme Systech GmbH;Osterweg 23;86879;Wiedergeltingen;Germany;+49 8241 96080;www.hg-grimme.de;info@hg-grimme.de;Industrial and Services;Special Machinery
Cellpack GmbH;Carl-Zeiss-Straße 20;79761;Waldshut-Tiengen;Germany;+49 7741 60070;www.cellpack-electrical-products.eu;info@bbc-group.com;Industrial and Services;Electrical
Hilger u. Kern GmbH;Käfertaler Str. 253;68167;Mannheim;Germany;+49 621 37050;www.hilger-kern-group.com;info@hilger-kern-group.com;Industrial and Services;Engineering & Product Design
Citlak Automation GmbH;Werdohler Str. 66;58511;Lüdenscheid;Germany;+49 2351 983908;www.citlak.com;info@citlak.com;Industrial and Services;Machinery & Equipment
