Column1, Rank,Company,Country,Sales,Assets,Market Value,Sector,Industry,Snippet,
1821,1822,Chesapeake Energy,United States,8-Apr,13,5-Jun,Energy,Oil & Gas Operations,22 Zeilen Chesapeake Energy (Old) Die Chesapeak Energy Corporation ist ein US-amerikanischer ,
1822,1823,Golden Agri-Resources,Singapore,7-Feb,,3-Mar,Consumer Staples,Food Processing, is a vertically-integrated palm oil plantation company with a commitment to responsible palm oil.,
1823,1824,Far Eastern New Century,Taiwan,6-Jul,,4-May,Materials,Diversified Chemicals," ist ein taiwanesisches Konglomerat. Seine Haupttätigkeit ist die Herstellung und Veredelung von synthetischen Fasern und anderen Textilien. Es hat Fabriken in China, Taiwan und Südostasien. ",
1824,1825,Musashino Bank,Japan,609,38,952,Financials,Regional Banks,"ist im Bereich des kommerziellen Bankgeschäfts und der Finanzdienstleistungen tätig. Sie ist in den folgenden Geschäftsbereichen tätig: Bankwesen, Leasing, Kreditversicherung und Sonstiges....",
1825,1826,JB Financial Group,South Korea,1-Aug,379,799,Financials,,ist über ihre Tochtergesellschaften in der Bereitstellung von Finanzdienstleistungen tätig. Das Unternehmen ist in den folgenden Geschäftsbereichen tätig ...,
1826,1827,Basler Kantonalbank,Switzerland,732,379,3,Financials,Regional Banks,https://www.bkb.chWillkommen bei der Basler Kantonalbank. ܢersicht,
1827,1828,Indian Overseas Bank,India,3-May,378,1,Financials,Regional Banks,"Welcome to our official handle! Follow us for helpful finance tips, exciting offers & a whole lot more. For queries & complaints tweet to us @IOBIndia",
1828,1829,Bid Corp.,South Africa,9-Apr,,6-Jul,Consumer Discretionary,,"Bidcorp wurde am 17. August 1995 als privates Unternehmen in Südafrika gegründet. Erwerb einer 40-prozentigen Beteiligung an dem börsennotierten australischen Foodservice-Unternehmen Manettas, dem Beginn unseres Geschäfts in Australien. 1992 Übernahme der Crown Food Holdings, die später mit National Spice fusionierte und den Beginn von BFI in Südafrika bildete.",
1829,1830,Marine Harvest ASA,Norway,3-Sep,,7,Consumer Discretionary,,05.06.2020 Mowi ASA (ehemals Marine Harvest ASA) ist ein norwegischer Nahrungsmittelkonzern und geh_xDE8B__xDD20_zu den gr_xDE3F__xDD25_n Produzenten von Zuchtlachs. Die ,
1830,1831,Nippon Paper Industries,Japan,9,12,2-Jan,Materials,,"Die Nippon Paper Group, Inc. (jap. ??????????????, Kabushiki kaisha Nippon Seishi Gur?pu Honsha) ist eine japanische Unternehmensgruppe der Papier-, Verpackungs- und Baustoffindustrie. Der Jahresumsatz des Konzerns belief sich 2017/18 auf knapp 8 Mrd.",
1831,1832,TAQA,United Arab Emirates,4-Apr,,941,Utilities,Electric Utilities,"TAQA ist ein Energieunternehmen aus dem Emirat Abu Dhabi. 2016 verfgte die Firma ber eine Entsalzungskapazit䴠von 4,169 Mio. m Wasser pro Tag und eine installierte Kraftwerksleistung von 17,41 GW.",
1832,1833,United Aircraft,Russia,6-Feb,,4-Apr,Industrials,,"OAK ist ein russisches Luftfahrtkonsortium, das aus den gr_xDE3F__xDD25_n Flugzeugherstellern Russlands, Suchoi, Mikojan-Gurewitsch, Tupolew, Iljuschin und Irkut besteht. Per Dekret des russischen Pr䳩denten wurden 92 Prozent der Anteile im Oktober 2018 Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtOAK ist ein russisches Luftfahrtkonsortium, das aus den gr_xDE3F__xDD25_n Flugzeugherstellern Russlands, Suchoi, Mikojan-Gurewitsch, Tupolew, Iljuschin und Irkut besteht. Per Dekret des russischen Pr䳩denten wurden 92 Prozent der Anteile im Oktober 2018 an Rostec bergeben.",
1833,1834,Inventec,Taiwan,13-Mar,,2-Jun,Information Technology,Computer Hardware,"Inventec Corporation (chinesisch: 英業達公司; pinyin: Yīngyèdá Gōngsī; TWSE: 2356) ist ein in Taiwan ansässiger Original Design Manufacturer (ODM), der Notebooks, Server und mobile Geräte herstellt. Ursprünglich wurde das Unternehmen 1975 gegründet, um elektronische Taschenrechner zu entwickeln und herzustellen. Zu den wichtigsten Kunden gehören Hewlett-Packard, Toshiba, Acer und Fujitsu-Siemens. ",
1834,1835,Bluescope Steel,Australia,7-Apr,,5-Jan,Materials,,"BlueScope Steel ist ein australisches Unternehmen mit Firmensitz in Melbourne. Das Unternehmen war im Aktienindex S&P/ASX 50 gelistet. BlueScope Steel produziert Stahl verschiedener Sorten. Das Unternehmen wurde 2002 gegrndet, als der StNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtBlueScope Steel ist ein australisches Unternehmen mit Firmensitz in Melbourne. Das Unternehmen war im Aktienindex S&P/ASX 50 gelistet. BlueScope Steel produziert Stahl verschiedener Sorten. Das Unternehmen wurde 2002 gegrndet, als der Stahlbereich von BHP Billiton als eigenst䮤iges Unternehmen abgetrennt wurde. Hoch_xDE5A__xDD6E_ befinden sich in Port Kembla nahe Wollongong und Hastings nahe Melbourne. Auߥrdem besitzt BlueScope Steel das New Zealand Steel-Werk in Glenbrook nahe Waiuku, Neuseeland.",
1835,1836,Hanwa,Japan,13-Feb,,1-Apr,Materials,Diversified Metals & Mining,"Hanwha ist ein sdkoreanisches Unternehmen mit Firmensitz in Seoul. Hanwha geh_xDE8B__xDD20_zu den gr_xDE3F__xDD25_n Konzernen in Sdkorea und ist als Jaebeol strukturiert. Hanwha wurde 1952 gegrndet. Vorsitzender ist Kim Seung-yeon. Das UnternehNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtHanwha ist ein sdkoreanisches Unternehmen mit Firmensitz in Seoul. Hanwha geh_xDE8B__xDD20_zu den gr_xDE3F__xDD25_n Konzernen in Sdkorea und ist als Jaebeol strukturiert. Hanwha wurde 1952 gegrndet. Vorsitzender ist Kim Seung-yeon. Das Unternehmen ist in verschiedenen Wirtschaftsbereichen t䴩g: Chemie, Rstung, Versicherungen, Logistik, Telekommunikation, Schiffbau und Bau.",
1836,1837,Makita,Japan,3-Jul,5,9-May,Consumer Staples,Household/Personal Care,"https://www.makita.deMakita Makita Werkzeug GmbH - Startseite. Cookie Richtlinien - Dort erhalten Sie weitere Informationen, sowie Details zum Widerrufsrecht.",
1837,1838,China Railway Signal & Communication,China,4-Apr,,7-Mar,Telecommunication Services,,"China Railway Signal & Communication (CRSC) ist ein chinesisches Unternehmen, das sich auf Zugsteuerungssysteme, wie z. B. Signale, spezialisiert hat. Das Unternehmen wurde 2010 durch einen Zusammenschluss mehrerer (staatlicher) Unternehmen gegründet und ging 2015 an die Börse. Die Wurzeln des Unternehmens reichen bis ins Jahr 1953 zurück. Das Unternehmen ist der Entwickler des Chinese Train Control System.",
1838,1839,Shanghai Industrial Holdings,Hong Kong,2-Sep,,3-Mar,Financials,,"Shanghai Industrial Holdings Limited oder SIHL (SEHK: 363) ist ein Mischkonzern, der aus den Bereichen Immobilien, Infrastruktur, Medizin und Konsumgüter in Shanghai, China, besteht. Mehrheitsaktionär von SIHL ist die Shanghai Industrial Investment (Holdings), die von der Regierung in Shanghai beaufsichtigt wird. 
Sie wurde in Hongkong gegründet und 1996 an der Hongkonger Börse notiert.",
1839,1840,Xiamen International Trade Group,China,13-Jan,,2-Feb,,,"ist ein staatliches, börsennotiertes Unternehmen, das 1980 gegründet wurde und seit 1996 an der Shanghaier Börse notiert ist (Aktiencode: 600755). Mit einer robusten Entwicklung in den letzten vier Jahrzehnten hat sich ITG zu einem wichtigen Mitglied der ITG Holding Group Co., Ltd. entwickelt, einem Fortune Global Top 500 Unternehmen, das drei Kerngeschäfte etabliert hat ",
1840,1841,Hokkoku Bank,Japan,607,365,1-Jan,Financials,Regional Banks," ist ein regionales Finanzinstitut mit Sitz in der Präfektur Ishikawa, an der Küste des Japanischen Meeres im Zentrum von Honshu, der Hauptinsel Japans. Der Hauptsitz der Bank befindet sich in Kanazawa, der größten Stadt der Region. Ihr Geschäft konzentriert sich auf die Präfekturen Ishikawa, Toyama und Fukui, die zusammen als Hokuriku bekannt sind.",
1841,1842,Dali Foods Group,China,2-Jul,,8,Financials,,"wurde in der berühmten historischen und kulturellen Stadt Quanzhou gegründet, die auch als die kulturelle Hauptstadt Ostasiens bekannt ist. Nach mehr als 20 Jahren rasanter Entwicklung seit 1989 hat sich die Dali Group zu einer umfassenden modernen Lebensmittel-Unternehmensgruppe mit einem Jahresumsatz von über 10 Milliarden entwickelt, die zu den Top 500 der chinesischen Privatunternehmen zählt",
1842,1843,Commercial Bank of Qatar,Qatar,1-Jul,358,3-Apr,Financials,Regional Banks,the market leading Loyalty Rewards Programme from Commercial Bank. Redeem your Reward Points online and enjoy the many benefits of our enhanced online rewards programme.,
1843,1844,Industrias Pe񯬥s,Mexico,4-Apr,,10-Apr,,,https://de.disfold.com/top-unternehmen-mexiko-ipcGesch䴺te Lesezeit: 4 min,
1844,1845,Allahabad Bank,India,3-Feb,357,838,Financials,Regional Banks,Banking for India since 1865. Get updates on Banking. Disclaimer: Allahabad Bank is not liable for confidentiality of information shared by you on Twitter.,
1845,1846,Avery Dennison,United States,6-Jan,,7-Jan,Utilities,,"https://www.averydennison.com/de/home.htmlAvery Dennison arbeitet mit Rotary zusammen, um das Hochwasser-Hilfsprogramm in Kerala zu untersttzen. Wir haben uns mit Rotary International zusammengetan, um Familien zu untersttzen, die w䨲end der ܢerschwemmungen in Kerala, Indien, im August 2018 ihr Zuhause verloren haben. Die Initiative zum Wiederaufbau von Kerala brachte in Indien unsere Mitarbeiter, die einer _xDE8B__xDD2C_ichen ",
1846,1847,Merlin Properties SOCIMI S.A,Spain,401,,5-Apr,Financials,,"Merlin Properties ist eine b_xDE8B__xDCE5_nnotierte spanische Socimi (spanische Version eines REIT) und Teil des spanischen IBEX 35-Index. Der Immobilienverwalter wurde 2014 von den zwei ehemaligen Deutsche Bank-Angestellten Ismael Clemente und Miguel Ollero unter dem Namen Magic  Merlin Properties ist eine b_xDE8B__xDCE5_nnotierte spanische Socimi (spanische Version eines REIT) und Teil des spanischen IBEX 35-Index. Der Immobilienverwalter wurde 2014 von den zwei ehemaligen Deutsche Bank-Angestellten Ismael Clemente und Miguel Ollero unter dem Namen Magic Real Estate gegrndet. Das Verm_xDE5E__xDD6E_ von Merlin Properties beschr䮫t sich ausschlie߬ich auf Gewerbeimmobilien wie Bros, Verkaufsfl䣨en und Hotels. Mit dem Torre PwC geh_xDE8B__xDD20_Merlin das dritth_xDE4E__xDE33_te Geb䵤e Spaniens. Im Jahr 2016... +",
1847,1848,Petro Rabigh,Saudi Arabia,6-Jul,,3,Materials,Diversified Chemicals," ist ein in Saudi-Arabien ansässiges Unternehmen, das raffinierte Kohlenwasserstoffe und Petrochemikalien produziert und vermarktet. Das Unternehmen war ein Joint Venture zwischen Saudi Aramco und dem japanischen Unternehmen Sumitomo Chemical, das sich nun in öffentlicher Hand befindet. Es wird an der Saudi Stock Exchange gehandelt",
1848,1849,Phosagro,Russia,2-Aug,,5-May,Materials,,"https://www.boerse.de/aktien/PhosAgro-GDR-Aktie/US71922G209312.10.2017 PHOSAGRO GDR AKTIE (ISIN: US71922G2093): Realtime-Kurs der PhosAgro GDR Aktie, Dividenden-Rendite und Termine, aktuelle Nachrichten ? Die n䣨sten Kursziele.",
1849,1850,UCO Bank,India,2-Sep,357,905,Financials,Regional Banks," opens up an entirely new way of doing your banking, anytime and from anywhere in the country 24 hours a day, 365 days a year right from the comfort of your home or office through internet. It is personalised to meet your requirements. It's fast and convenient with no special software requirement",
1850,1851,China Molybdenum,China,1,,11,Materials,,China Molybdenum (vereinfachtes Chinesisch: ?? ? ?,
1851,1852,NH Investment & Securities,South Korea,1-May,356,3,Financials,,"ist eine der größten Wertpapierfirmen in Korea und bietet über 121 inländische Niederlassungen und Tochtergesellschaften in Übersee eine breite Palette von Finanzdienstleistungen an, die Wealth Management, Investment Banking, Brokerage und Merchant Banking umfassen.",
1852,1853,Japan Securities,Japan,212,356,514,Financials,Investment Services,"beschäftigt sich mit der Bereitstellung von Kredit- und Finanzierungsdienstleistungen. Sie ist in den folgenden Segmenten tätig: Wertpapierfinanzierung, Treuhandgeschäft und Immobilienleasing.",
1853,1854,Corporation Bank,India,3-Feb,355,0.98,Financials,Regional Banks,"https://www.gabler-banklexikon.de/definition/corporate-banking-56747Das Corporate Banking ist beziehungsgetrieben (Relationship-Ansatz), w䨲end das Investment Banking, das ebenfalls auf Unternehmenskunden ausgerichtet ist, produktgetrieben ist. Der sog. Corporate Banker versteht sich als Relationship-Banker, der als Generalist die gesamte bankbetriebliche Produktpalette abdeckt und fr die Kundenbeziehung in toto verantwortlich ist. Demgegenber ist der Gesch䴺te Lesezeit: 2 min",
1854,1855,Public Power,Greece,5-Aug,,754,Utilities,Electric Utilities,"ist das größte Stromversorgungsunternehmen in Griechenland. Es wird von der griechischen Regierung kontrolliert, die eine Mehrheit der ausgegebenen Aktien besitzt ",
1855,1856,Tongling Nonferrous Metals,China,12-Aug,,4-Sep,Materials,Diversified Metals & Mining,"ist ein staatliches Unternehmen, das sich mit der Gewinnung von Kupferressourcen und der Verhüttung von Kupfer und anderen Nichteisenmetallen beschäftigt. Es wurde 1949 in Tongling, Anhui, China, gegründet und nahm 1952 die Produktion auf. Es ist eines der größten Kupferverhüttungsunternehmen des Landes.",
1856,1857,Zhongsheng Group Holdings,China,10-Aug,,3-Jan,Consumer Discretionary,,ist eine der führenden nationalen Autohandelsgruppen in China. Toggle navigation HOME Über Zhongsheng Unternehmensprofil Management Meilenstein Auszeichnungen und Akkreditierungen Investorenbekanntmachung und Rundschreiben Finanzberichte Präsentationsmaterialien Prospekt Firmenprofil ...,
1857,1858,Alawwal Bank,Saudi Arabia,1-Apr,28,3-Apr,Financials,,Sie war die erste operative Bank im Königreich Saudi-Arabien und wurde 1926 als Niederlassung der Netherlands Trading Society gegründet. Am 14. März 2021 wurden Alawwal und SABB in einer historischen Bankenfusion vollständig integriert.,
1858,1859,Oriental Bank of Commerce,India,3-Feb,349,769,Financials,Regional Banks,"https://wise.com/de/swift-codes/ORBCINBBOVSDetails zum SWIFT-Code ORIENTAL BANK OF COMMERCE Ein SWIFT/BIC-Code ist 8-11 Zeichen lang und dient zur Identifizierung des Landes, der Stadt, der Bank und der Bankfiliale. Bankcode A-Z 4 Buchstaben stehen fr die Bank. Sie sehen in den meisten F䬬en wie eine Kurzform des Banknamens aus. L䮤ercode A-Z 2 Buchstaben stehen fr das Land, in dem sich die Bank befindet. Ortscode 0-9 ",
1859,1860,Paramount Res,Canada,186,,1-Apr,,,"s ist ein unabhängiges, börsennotiertes, auf Flüssigkeiten fokussiertes kanadisches Energieunternehmen, das sowohl konventionelle als auch unkonventionelle Erdöl- und Erdgasreserven und -ressourcen erkundet und entwickelt.",
1860,1861,Toyota Boshoku,Japan,12-May,,4,Consumer Discretionary,Auto & Truck Parts,https://www.firmenwissen.de/az/firmeneintrag/80637/8290763937/TOYOTA...TOYOTA BOSHOKU EUROPE N.V. MUNICH BRANCH mit Sitz in Mnchen ist im Handelsregister mit der Rechtsform Aktiengesellschaft eingetragen. Das Unternehmen wird beim Amtsgericht 80333 Mnchen unter der Handelsregister-Nummer HRB 212093 gefhrt. Das Unternehmen ist wirtschaftsaktiv. Die letzte Įderung im Handelsregister wurde am 15.10.2018 vorgenommen. Das Unternehmen wird ,
1861,1862,JC Penney,United States,12-May,,1-Aug,Consumer Discretionary,Department Stores,"J. C. Penney ist ein US-amerikanisches Einzelhandelsunternehmen mit Sitz in Plano. Das Unternehmen wurde 1902 von James Cash Penney und William Henry McManus in Kemmerer gegrndet. Zum Sortiment von J. C. Penney geh_xDE8A__xDD6E_ unter Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtJ. C. Penney ist ein US-amerikanisches Einzelhandelsunternehmen mit Sitz in Plano. Das Unternehmen wurde 1902 von James Cash Penney und William Henry McManus in Kemmerer gegrndet. Zum Sortiment von J. C. Penney geh_xDE8A__xDD6E_ unter anderem Kleidung, Schuhe, M_xDE4A__xDD6C_, Schmuck, Kosmetik, Elektroger䴥 und Haushaltsgegenst䮤e im unteren bis mittleren Preissegment. Mit dem Unternehmen Polo Ralph Lauren bestand zwischen 2008 und 2012 eine Exklusiv-Kooperation ber die niedrigpreisige Lizenz-Bekleidungs- und Accessoiresmarke American Living.",
1862,1863,Spectrum Brands Holdings,United States,5-Jan,7,8-Jan,Financials,,Spectrum Brands ist ein b_xDE8B__xDCE5_nnotierter US-amerikanischer Mischkonzern mit Sitz in Middleton.,
1863,1864,G4S,United Kingdom,10-Feb,,6,Industrials,Security Systems,"G4S works to safeguard the welfare and prosperity of millions of people worldwide  helping to create safer and better environments in which people live and work. With operations on six continents and 533,000 employees, we are the leading global integrated security company.",
1864,1865,Jabal Omar Development,Saudi Arabia,0.45,,16-Sep,,,127 Zeilen Jabal Omar Development Project Gestaltungsrichtlinien fr st䤴ebauliches ,
1865,1866,Guoco Group,Hong Kong,1-Aug,,3-Aug,Financials,,"notiert an der Stock Exchange of Hong Kong Limited, ist eine Investment-Holding und Investment-Management-Gesellschaft ",
1866,1867,Two Harbors Investment,United States,741,,3-Apr,Financials,Real Estate," ist ein Unternehmen aus Maryland, das sich auf die Investition, Finanzierung und Verwaltung von Residential Mortgage-Backed Securities (RMBS) und damit verbundenen Investitionen konzentriert.",
1867,1868,Beijing Capital Development,China,4-Mar,,4-Sep,Financials,,"operates real estate businesses. The Company provides real estate sales, real estate rental, property management, and other services. Beijing Capital Development Holding (Group) also operates land management, investment management, and other businesses.",
1868,1869,Hellenic Petroleum,Greece,7-Apr,,1-Jul,Energy,Oil & Gas Operations,Hellenic Petroleum ging 1998 aus der vormals staatlichen Public Petroleum Corporation S.A. hervor. Die Hauptaktivit䴥n liegen in der Verarbeitung und dem Vertrieb von Erd_xDE73__xDC32_odukten sowie der Erd_xDE72__xDDB6_rderung. Weitere liegen im Bereich der ElNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtHellenic Petroleum ging 1998 aus der vormals staatlichen Public Petroleum Corporation S.A. hervor. Die Hauptaktivit䴥n liegen in der Verarbeitung und dem Vertrieb von Erd_xDE73__xDC32_odukten sowie der Erd_xDE72__xDDB6_rderung. Weitere liegen im Bereich der Elektrizit䴠und der Fertigung von Kunststoffgranulaten. Das Unternehmen ist im Athex Composite Share Price Index an der Athener B_xDE8B__xDCE5_ gelistet.,
1869,1870,Enka,Turkey,3-May,,6-Aug,Industrials,Construction Services,www.enka.deENKA stellt aus Zellulose endlose Viskosegarne (Multifilament-Garne) mit dem Markennamen ENKA  Viscose her. Die Seide war das Vorbild fr die Erfinder von ENKA  Viscose. mehr... standort Westeuropas. mehr... Endlosgarne aus ENKA  Viscose sind fr vielf䬴ige textile Einsatzgebiete geeignet und in zahlreichen Varianten erh䬴lich.,
1870,1871,Jilin Jiutai Rural Commercial Bank,China,1-May,,2-Jul,Financials,,"ist eine in China ansässige Geschäftsbank. Die Gesellschaft betreibt drei Hauptgeschäftsbereiche: Firmenkundengeschäft, Privatkundengeschäft",
1871,1872,Innolux,Taiwan,8-Sep,,4-Feb,Information Technology,Computer Hardware,"InnoLux LCD Module - perfekt fr Industrie. Wir pr䳥ntieren hier die Innolux LCD Displays der Gr_xDE3E__xDD6E_ 5,7"" bis 26"" und zwar die G-Serie. Alle Innolux TFT Module dieser Serie sind speziell fr den Industriemarkt - robust, erweiterter Temperaturbereich und langfristig verfgbar.. Innolux Display (ChiMei) ist gr_xDE3F__xDD25_r taiwanesischer Display Hersteller.",
1872,1873,Luzerner Kantonalbank,Switzerland,0.62,343,3-Jun,Financials,Regional Banks,"https://www.lukb.ch30.04.2021 Wir sind die fhrende Universalbank im Kanton Luzern und bieten Privatpersonen und Unternehmen berzeugende Finanzdienstleistungen. Luzerner Kantonalbank  fhrend, solide, pers_xDE7A__xDF29_ch - LUKB Sprunglinks",
1873,1874,China Resources Gas Group,Hong Kong,4-Feb,,8,Materials,,"wurde 1994 in Hongkong gegründet und registriert, aber frühere Geschäfte wurden bis 2009 veräußert, um als städtisches Gasverteilungsunternehmen entwickelt zu werden. Es ist eine Tochtergesellschaft von China Resources Holdings, einem Konglomerat in Festlandchina und Hongkong.",
1874,1875,First Quantum Minerals,Canada,2-Jul,,7-Apr,Materials,Diversified Metals & Mining,First Quantum Minerals Ltd. ist ein kanadisches Bergbau-Unternehmen mit Sitz in Vancouver.,
1875,1876,ST Engineering,Singapore,4-Aug,,8,Industrials,Aerospace & Defense,"www.st-e.deHome - ST-Engineering GmbH. Die ST-Engineering GmbH ist Ihr Partner fr die funktionale Entwicklung von Schienenfahrzeugen. Wir managen Ihren Entwicklungsprozess, fhren eigenst䮤ig Entwicklungen aus oder bernehmen Teilaufgaben im Rahmen ",
1876,1877,Delek Group,Israel,1-May,342,2-Aug,Financials,Investment Services,"Delek Group Ltd. ist ein b_xDE8B__xDCE5_nnotierter israelischer, vorwiegend in der Energiebranche t䴩ger Mischkonzern mit Firmensitz in Netanja. Das Unternehmen ist im TA-100 Index an der Tel Aviv Stock Exchange gelistet.",
1877,1878,Lanxess,Germany,8-May,,6-Feb,Materials,Diversified Chemicals,"https://lanxess.com/de-DELANXESS ist ein fhrender Spezialchemie-Konzern. Das Kerngesch䦴 von LANXESS bilden Entwicklung, Herstellung und Vertrieb von chemischen Zwischenprodukten, Additiven, Spezialchemikalien und Kunststoffen. LANXESS ist Mitglied in den fhrenden Nachhaltigkeitsindizes Dow Jones Sustainability Index (DJSI World und Europe) und FTSE4Good.",
1878,1879,Extra Space Storage,United States,973,,9-Aug,,,Life transitions are difficult. We make them easier.,
1879,1880,Financial Street Holdings,China,2-Aug,,5,Financials,Real Estate,"ist eine an der Shenzhen Stock Exchange notierte Gesellschaft, die sich hauptsächlich mit dem Verkauf und der Vermietung von hochwertigen Geschäftsimmobilien im Bereich der Beijing Financial Street in Peking, China, beschäftigt. Weitere Aktivitäten sind die Entwicklung von Hochtechnologieprodukten und die Bereitstellung von Parkdienstleistungen",
1880,1881,Burberry Group,United Kingdom,3-Jun,,9-Jun,Consumer Discretionary,Apparel/Accessories,"Burberry ist eine 1856 von dem britischen Textilkaufmann Thomas Burberry ins Leben gerufene Modemarke im oberen Preissegment, die bis heute besonders fr ihr markenrechtlich geschtztes Check-Karomuster international bekannt ist.",
1881,1882,Petronas Gas,Malaysia,1-Jan,,8-Aug,Utilities,Natural Gas Utilities,"führendes Gasinfrastruktur- und zentrales Versorgungsunternehmen und eines der größten Unternehmen an der lokalen Börse in Bezug auf die Marktkapitalisierung, mit Kerngeschäften in den Bereichen Gasverarbeitung, Gastransport, LNG-Regasifizierung und Versorgungsunternehmen.",
1882,1883,Workday,United States,1-Jun,,16-Jun,Utilities,,"https://www.workday.com/de-deDie Workday Enterprise Management Cloud umfasst aktuell L_xDE8F__xDD6E_gen fr Finanzen, HR, Planung und Ausgabenmanagement. Workday Enterprise Management Cloud befreit Unternehmen von den Fesseln herk_xDE76__xDF6C_icher ERP-Systeme und macht sie zu Outperformern. Erfahren Sie mehr.Ort: The Squaire 12, Frankfurt am Main, 60549Telefon: 089 21093215",
1883,1884,GS Engineering,South Korea,9-May,,2,Industrials,Construction Services,"www.gs-engineers.deDie GS-Engineers GmbH bietet Ihnen auf Basis der Kernkompetenzen und der Erfahrungen unserer Mitarbeiter L_xDE8F__xDD6E_gen, die Sie berzeugen werden. Wir untersttzen Sie sowohl branchen- als auch technologiebergreifend bei der Verwirklichung Ihrer Vorhaben und ",
1884,1885,Hokkaido Electric Power,Japan,6-May,,1-May,Utilities,Electric Utilities,"Hokkaid? Denryoku K.K. (jap. ?????????, Hokkaid? denryoku kabushiki kaisha",
1885,1886,Lonza Group,Switzerland,4-Feb,,10-Sep,Materials,,Die Lonza Group AG ist ein schweizerisches Chemie- und Pharmaunternehmen mit Hauptsitz in Basel.,
1886,1887,FIBI Holdings,Israel,1-Jan,336,732,Financials,Regional Banks," fungiert als Holdinggesellschaft für The First International Bank of Israel, die Bankprodukte und -dienstleistungen anbietet. Die Bank bietet eine Reihe von Bankdienstleistungen an, die sich auf mehrere Tätigkeitsbereiche konzentrieren: Firmenkundengeschäft, Kapitalmarktaktivitäten sowie Anlageberatung und Private Banking.",
1887,1888,GEA Group,Germany,5,,8-Jun,Industrials,Conglomerates,"https://www.gea.com/deGEA ist weltweit einer der gr_xDE3F__xDD25_n Systemanbieter fr die Nahrungsmittel-, Getr䮫e- und Pharmaindustrie. Der international t䴩ge industrielle Technologiekonzern fokussiert sich dabei auf Maschinen und Anlagen sowie auf anspruchsvolle Prozesstechnik, Komponenten und umfassende Servicedienstleistungen. Mit mehr als 18.000 Besch䦴igten generierte der Konzern im Gesch䦴sjahr ",
1888,1889,Mid-america Apartment Communities,United States,1-Jan,,11-Jun,Financials,,"ist ein börsennotierter Real Estate Investment Trust mit Sitz in Memphis, Tennessee, der in Wohnungen im Südosten der Vereinigten Staaten und im Südwesten der Vereinigten Staaten investiert. Zum 31. Dezember 2020 besaß das Unternehmen 300 Apartmentanlagen mit 100.490 Wohneinheiten.",
1889,1890,Vietnam Dairy Products,Vietnam,2-Jan,,9-Jan,Consumer Staples,,"is a Vietnam-based company engaged in the food industry, especially the dairy industry. It is engaged in the production, marketing, wholesale and retail distribution of dairy products such as milk in various forms and flavors,",
1890,1891,Sumitomo Rubber,Japan,7,,4-May,Consumer Discretionary,Auto & Truck Parts,"https://www.sumitomo-rubber.de24.03.2021 Die Sumitomo Rubber Europe GmbH betreibt am Standort Hanau ein Test- und Entwicklungszentrum fr Pkw- und Lkw-Reifen und ist eine hundertprozentige Tochter der Sumitomo Rubber Industries, Ltd. mit Sitz in Kobe, Japan, die wiederum mit 32 weiteren Konzernen zur Sumitomo Group geh_xDE8B__xDD20_und eine der gr_xDE3F__xDD25_n Firmen weltweit darstellt. Sie entwickelt und produziert Reifen der Marke Dunlop und Falken. Sumitomo Rubber ",
1891,1892,Areva,France,11,333,1-Jul,Utilities,Diversified Utilities,https://www.welt.de/themen/arevaDer franz_xDE8E__xDE73_che Atom-Riese Areva verzichtet auf ein h_xDE62__xDD72_es Angebot fr den deutschen Windenergie-Anlagenbauer Repower. Nun will Areva mit dem indischen Bieter-Konkurrenten Suzlon gemeinsame ...,
1892,1893,Leidos,United States,7,,7-Jun,Information Technology,,https://www.finanzen.net/aktien/leidos03.06.2020 Leidos Holdings (frher Science Applications International Corporation (SAIC)) ist eine US-amerikanische Holding im Technologiebereich. Der Softwarehersteller vertreibt L_xDE8F__xDD6E_gen zur ...,
1893,1894,Reliance Steel,United States,8-Jun,,5-Aug,Materials,Iron & Steel,https://www.finanzen.net/aktien/reliance_steelaluminum11.06.2021 Reliance Steel & Aluminum Co. ist ein Unternehmen aus der Branche Stahl- / Metallindustrie aus den USA. zum Unternehmensprofil Zur Aktie Reliance Steel Aluminum,
1894,1895,Kroton Educacional,Brazil,1-May,,7-Jan,,,"Cogna, frher bekannt als Kroton, ist das gr_xDE3F__xDD25_ private Bildungsunternehmen der Welt und wurde 1966 in Belo Horizonte gegrndet. Es ist seit ber 45 Jahren in verschiedenen Bildungsbereichen t䴩g, wie Vorschulen, Grundschulen, Sekundarschulen, Erwachsenenhochschulen, Colleges,  Cogna, frher bekannt als Kroton, ist das gr_xDE3F__xDD25_ private Bildungsunternehmen der Welt und wurde 1966 in Belo Horizonte gegrndet. Es ist seit ber 45 Jahren in verschiedenen Bildungsbereichen t䴩g, wie Vorschulen, Grundschulen, Sekundarschulen, Erwachsenenhochschulen, Colleges, kostenlosen Kursen und anderen damit verbundenen Bildungsaktivit䴥n sowie Hochschul-, Berufs- und Postgraduierungsausbildung.",
