Name	Street	Zipcode	City	Country	Phonenumber	Website	Email	Segment	Subsegment	Snippet
Haitian International Germany GmbH	Hansastraße 5	90441	Nürnberg	Germany	+49 911 3766280	www.haitiangermany.com	info@haitiangermany.com	Industrial and Services	Special Machinery	"https://haitiangermany.com
Haitian International Germany. Als einer der weltweit führenden Hersteller für Spritzgießmaschinen liefern wir hoch effiziente Anwendungslösungen in allen Kernmärkten der modernen Kunststoffverarbeitung. Branchenübergreifend stehen wir Ihnen mit ganzheitlichen Konzepten als flexibler, leistungsstarker Partner zur Seite.
Geschätzte Lesezeit: 1 min"
x-pro GmbH	Hermann-Schwer-Straße 3	78048	Villingen-Schwenningen	Germany	+49 7721 9461240	http://www.x-pro-gmbh.de/				"https://www.mueller-maschinentechnik.de/x-pro.html
X-Pro GmbH verschmilzt mit Müller Machinentechnik. Die Verschmelzung der X-Pro GmbH mit Müller Maschinentechnik hat zum 01.09.2019 stattgefunden. Daher ist die Website der X-PRO Gmbh nun auf die Website der Müller Maschinentechnik GmbH umgeleitet. Damit wächst zusammen, was zusammen gehört. Auf der Basis verschlankter ..."
Xpertgate GmbH & Co KG	Augustaanlage 18	68165	Mannheim	Germany	+49 621 17828960	www.xpertgate.de	info@adressexpertgate.de	Industrial and Services	Machinery & Equipment	NaN
Andr. Hakenjos Söhne KG	Eichendorffstraße 37	78054	Villingen-Schwenningen	Germany	+49 7720 7016	www.hakos-gmbh.de	info@hakos-gmbh.de	Industrial and Services	Machinery & Equipment	"https://www.hakos-gmbh.de
Seit über 100 Jahren steht der Name Hakos für höchste Kompetenz im Bereich Gewindeschneidwerkzeuge & Präzisionswerkzeuge. Hier erfahren Sie mehr!"
YELLO NetCom GmbH	Birkenallee 115	48432	Rheine	Germany	+49 5971 961760	www.yello-net.de	rheine@yello-net.de	Industrial and Services	Electronics	"https://www.yello-net.de
YELLO Netcom - Ihr Partner in Sachen Netzwerktechnik | Router, Switche, Kabel, Datenschränke | Moxa und Hirschmann Distributor | Schulungen und Service"
hamos GmbH Recycling- und Separationstechnik	Im Thal 17	82377	Penzberg	Germany	+49 8856 92610	www.hamos.com	hamos@hamos.com	Industrial and Services	Engineering & Product Design	"https://www.hamos.com
hamos GmbH Recycling und Separationstechnik ist führender Produzent von elektrostatischen Separatoren und Komplettanlagen für das Recycling und die Separation von Kunststoffgemischen, Altkabeln, Elektronikschrott (schwarze Kunststoffe), Verbundmaterialien und Mineralien sowie zur Abtrennung von Metallen und Fremdstoffen aus Kunststoffen, Lebensmitteln und anderen Materialien ."
Zerspanungstechnik Seelze	Wernerusstraße 41a	29227	Celle	Germany	+49 5141 977230	www.zertec-seelze.de	info@z-tec.de	Industrial and Services	CNC Machining	NaN
ZAE-Antriebssysteme GmbH & Co KG	Schützenstraße 105	22761	Hamburg	Germany	+49 40 8539303	www.zae.de	info@zae.de	Industrial and Services	Electronics	"https://www.zae.de
Industriegetriebe direkt beim Hersteller bestellen - ZAE Antriebssysteme. Die treibende Kraft. Seit 1919. Seit mehr als 100 Jahren steht ZAE für qualitativ hochwertige Antriebstechnik. Damals wie heute ist es unser Anspruch, auf Basis unserer ausgeprägten Erfahrung und technischer Expertise kundenspezifische Antriebe für vielfältigste ..."
Hans-Hermann Bosch GmbH	In der Au 11	73342	Bad	Germany	+49 7335 96040	www.bosch-hh.de	info@bosch-hh.de	Industrial and Services	Machinery & Equipment	"bosch-hh.de
Erodiertechnik - Drahterodieren - Senkerodieren - Frästechnik - Formenbau - PECM. Die BOSCH Gruppe bietet Ihnen ein einzigartiges Leistungsspektrum: Nutzen Sie 40 Jahre Erfahrung im industriellen, hochpräzisen Formenbau in Ein- und Mehrkomponenten-Technologie. Oder nutzen Sie unseren kompromisslosen Qualitätsanspruch, indem Sie unsere breite ..."
Zasche handling	Markham Str. 13	86720	Nördlingen	Germany	+49 9081 80170	www.zasche.de	info@zasche.de	Industrial and Services	Robots	"https://www.zasche.de
Die Zasche handling GmbH wurde im Jahre 1932 gegründet. Das Unternehmen begann als Spezialist im Stahl- und Kranbau und entwickelte sich zum Marktführer für Handhabungstechnik. Das Portfolio umfasst ein breites Spektrum, das von einfachen handgeführten Manipulatoren bis hin zu halbautomatischen Manipulatoren, Schwenkkranen ..."
Harmuth CNC-Frästechnik	Martin-Pauls-Straße 156	26954	Nordenham	Germany	+49 4731 951119	www.harmuth-cnc.de	info@harmuth-cnc.de	Industrial and Services	CNC Machining	"https://www.harmuth-cnc.de/en
From beginner’s model to special machines. We are german producer and build valuable CNC routing systems since 2000. These systems are completely designed, tested and manufactured in our own assembly hall. We attach great importance to durability and long service life for all components. Our milling systems are always state-of-the-art."
ZBV-AUTOMATION GmbH	Echternacher Str. 3	53842	Troisdorf	Germany	+49 2241 951150	www.zbv-automation.de	info@zbv-automation.de	Industrial and Services	Robots	"https://www.zbv-automation.de
ZBV-Automation – Ihr Eperte für: Prüftechnik Montageanlagen Montageautomation Automotive Zuführtechnik Prozesstechnik ."
Zeilhofer Handhabungstechnik GmbH & Co. KG	Konrad-Zuse-Straße 7	83607	Holzkirchen	Germany	+49 8024 4633060	www.zeilhofer-handhabung.de	info@zeilhofer-handhabung.de	Industrial and Services	Machinery & Equipment	NaN
Zeltwanger Automation GmbH	Maltschachstraße 32	72144	Dußlingen	Germany	+49 7072 92897501	www.zeltwanger.de	holding@zeltwanger.de	Industrial and Services	Machinery & Equipment	"https://www.zeltwanger.de
We are committed to this as a technology and innovation leader, and create technology for the production of tomorrow. Take advantage of our experience and knowledge in the fields of contract manufacturing, automation, and leak testing. Find out more about us and our areas of expertise. Contract manufacturing. Discover ZELTWANGER Maschinenbau."
Zimmermann Norm- und Verbindungstechnik GmbH	Biedenkamp 1b	21509	Glinde	Germany	+49 40 7148780	www.zinorm.de	info@zinorm.de	Industrial and Services	Machinery & Equipment	"https://www.zinorm.de
Hier sollte eine Beschreibung angezeigt werden, diese Seite lässt dies jedoch nicht zu.
Weitere Informationen"
zipatec Montagetechnik GmbH & Co. KG	Kleewiesenweg 5	90562	Kalchreuth	Germany	+49 911 5192920	www.zipatec.de	info@zipatec.de	Industrial and Services	Machinery & Equipment	NaN
Zollern GmbH & Co. KG	Hitzkofer Str. 1	72517	Sigmaringendorf	Germany	+49 7571 700	www.zollern.de	info@zollern.com	Industrial and Services	Machinery & Equipment	"https://www.zollern.com/de
Kundenspezifische Produkte und technische Lösungen bietet ZOLLERN für anspruchsvolle Anwendungen. In jedem Bauteil, in jeder Baugruppe und in jeder Lösung stecken spezielles Know How und …"
ZORN Maschinenbau GmbH	Höllstraße 11	78333	Stockach	Germany	+49 7771 873730	www.zorn-maschinenbau.com	zorn@zorn-maschinenbau.com	Industrial and Services	Machinery & Equipment	"www.zorn-maschinenbau.com
Kontakt. Anfahrt. Standorte. Zurück Vor. ""Unser Maschinenbau steht für anspruchsvolle und individuelle Präzisionslösungen. Wir entwickeln und fertigen Maschinen von der Kleinanlage für den Micro-Einsatz bis hin zur robotergesteuerten Fertigungsstraße."" Mikromontage, Mikroautomation. Mikrozerspanung Micro One. Drahtverarbeitung."
ZORN microsolution GmbH	Höllstraße 11	78333	Stockach	Germany	+49 7771 87373200	www.zorn-microsolution.com	zorn@zorn-microsolution.com	Industrial and Services	Machinery & Equipment	NaN
HB-THERM GmbH	Dammstraße 70	53721	Siegburg	Germany	+49 2241 59460	www.hb-therm.de	info@hb-therm.de	Industrial and Services	Electrical	"https://hb-therm.com
Kontakt HB-THERM AG Spinnereistrasse 10 (WU 3) Postfach 9006 St. Gallen Switzerland . Zertifikate. Land/Kontakt. Regulatorische Hinweise. Login Vertretungen. Impressum und Datenschutz; HB-THERM AG, Switzerland ..."
ZS Anlagenbau GmbH	Heideckstraße 1	86633	Neuburg	Germany	+49 8431 907160	www.zs-anlagenbau.de	info@zs-anlagenbau.de	Industrial and Services	Machinery & Equipment	"https://zs-anlagenbau.de
ZS Anlagenbau GmbH ist Hersteller von Schaltschränken und Anlagenkomponenten für Automatisierungsanlagen und Industrieroboteranlagen, sowie Dienstleistungen in diesem Bereich. Seit über 20 Jahren haben unsere Mitarbeiter Erfahrung mit Vertikal-Knickarmrobotern für die Industrie."
Zwicker Kugellager GmbH	Emminger Str. 3	94508	Schöllnach	Germany	+49 9903 93090	www.kuenemund.de	geschaeftsleitung@kuenemund.de	Industrial and Services	Machinery & Equipment	"https://kuenemund.de
Herzlich Willkommen auf den Seiten der Künemund Wälzlager Holding AG, Ihrem starken Partner für Wälzlager, Dichtungen und Lineartechnik. Informieren Sie sich hier über das umfassende Herstell- und Lieferprogramm des Künemund-Firmenverbunds und nehmen Sie Kontakt mit uns auf. Wir helfen Ihnen schnell und gerne bei allen Fragen!"
HD Kunststoffe & Kunststofferzeugnisse GmbH	Am Eichholz 30	42897	Remscheid	Germany	+49 2191 592130	www.hd-kunststoffe.com	info@hd-kunststoffe.com	Industrial and Services	IM	"https://www.grafe.com/de/hd-kunststoffe
HD Kunststoffe. Die Rotationsindustrie bietet neue Möglichkeiten für viele verschiedene Arten von Kunststoff-Formteilen. Medizinische Produkte, Verbraucher-Produkte, Landwirtschafts-und Gartengeräte, Komponenten für die High-Tech-Branchen Automobil-, Transport- und Flugzeugindustrie, Spielzeug-Produkte, Sportboote, Sportgeräte, Möbel, Lager- und Transport Artikel und hoch …"
ZZ Antriebe GmbH	An der Tagweide 12	76139	Karlsruhe	Germany	+49 721 62050	www.zzdrivetech.com	info@zzdrivetech.com	Industrial and Services	Machinery & Equipment	"https://www.zzdrivetech.com
Kegelradgetriebe ZZ-Universal-Line. Jedes ZZ-Kegelradgetriebe ist mit einem spiralverzahnten Kegelradsatz ausgerüstet. Unsere Kegelradgetriebe zeichnen sich durch leistungsstarke, spiralverzahnte Kegelradsätze und variablen Einbau durch komplett bearbeitete quaderförmige Gehäuse aus."
HEB Hydraulik-Elementebau GmbH	Bebelstraße 21	79108	Freiburg	Germany	+49 761 130990	www.heb-zyl.com	info@heb-zyl.de	Industrial and Services	Machinery & Equipment	"https://www.heb-zyl.com
Die HEB Hydraulik-Elementebau GmbH in Freiburg ist einer der führenden Hersteller hochwertiger Hydraulikzylinder, die in unterschiedlichsten Branchen weltweit zum Einsatz kommen. Das Prinzip: Den hydraulischen Druck in mechanische Antriebsenergie umzuwandeln, um so Prozessabläufe effizient und sicher zu gestalten.
Geschätzte Lesezeit: 3 min"
Heinrich Dreher GmbH & Co. KG	Zieglerstraße 17	52078	Aachen	Germany	+49 241 515630	www.dreher-aachen.de	info@dreher-aachen.de	Industrial and Services	Electrical	"www.dreher-aachen.de
DREHER Maschinenbau aus Aachen, wir sind Hersteller von Zerkleinerungsmaschinen für die Kunststoffverarbeitende Industrie. Die Neu-Entwicklungen und das gesamte Schneidmühlen-Programm ist ausgerichtet auf den Bereich Kunststoffrecycling und Erzeugung von staubfreiem Mahlgut."
Hekuma Gmbh	Freisinger Str. 3 b	85386	Eching	Germany	+49 811 999770	www.hekuma.com	customerservice@hekuma.com	Industrial and Services	IM	"https://hekuma.com
HEKUMA steht für Hochleistungsautomation im gesamten Umfeld von Spritzgießprozessen, für effiziente Lösungen komplexer Anforderungen und für extreme Präzision bei hohen Geschwindigkeiten. Seit der Gründung 1974 haben wir weltweit 5.000 Systeme installiert und damit unseren Ruf als einer der kompetentesten und leistungsstärksten Maschinenbauer in der Branche begründet. Über unsere ..."
HELIOS Gerätebau für Kunststofftechnik GmbH	Hechtseestraße 8	83022	Rosenheim	Germany	+49 8031 354180	www.helios-systems.de	info@helios-systems.de	Industrial and Services	Machinery & Equipment	"https://www.helios-systems.de
21.01.2020 · HELIOS ist spezialisiert auf die Entwicklung, Produktion und den weltweiten Vertrieb von Geräten und Maschinen für das Materialhandling vor allem im Kunststoffbereich, angefangen von der Rohstoffherstellung über die Compoundierung bis hin zur Verarbeitung.
Geschätzte Lesezeit: 1 min"
Hellweg Maschinenbau	Vennstraße 10	52159	Roetgen	Germany	+49 2471 4254	www.hellweg-granulators.com	info@hellweg-maschinenbau.de	Industrial and Services	Engineering & Product Design	NaN
[mu: v] GmbH Marketing und Vertriebs-Gesellschaft für Systeme und Technologien	Domagkstraße 7	85551	Kirchheim	Germany	+49 89 12474200	www.mu-v.de	info@mu-v.de	Industrial and Services	Electronics	"https://www.mu-v.de
BERÜHRUNGSLOS & AUF ABSTAND. Maschinen­integrierte. 3D-Messung. 3D-LASERSCANNER. Vorherige Weiter. 1 2 3. Wir bieten komplett maschinenintegrierte Lösungen im 2D- und 3D-Bereich als auch auf Basis von Wärmebildkameras. Dabei arbeiten wir von UV bis zum langwelligen Infrarot, so dass auch schwierige Detektionen durch uns gelöst werden."
Herbold Meckesheim GmbH	Industriestraße 33	74909	Meckesheim	Germany	+49 6226 9320	www.herbold.com	herbold@herbold.com	Industrial and Services	Special Machinery	"https://www.herbold.com
Willkommen bei Herbold Meckesheim. Wir sind Ihr Spezialist für Maschinen und Anlagen zum Kunststoffrecycling. Schwerpunkt ist einerseits die Zerkleinerung, Feinmahlung und Kompaktierung (Agglomeration) sauberer Produktionsabfälle und andererseits die Wiederverwertung von gebrauchten, vermischten und verschmutzten Abfällen durch Waschen ..."
Ac-automation GmbH & Co. KG	Saarallee 18	54470	Bernkastel-Kues	Germany	+49 6531 501970	www.autefafilaments.de	info@ac-automation.de			NaN
ACG Automation Center Germany GmbH & Co KG	IFM-Straße	88069	Tettnang	Germany	+49 7542 93820	www.acg.world	info@acg.world	Industrial and Services	Machinery & Equipment	"https://acg.world
info@acg.world +49 (0)7542 93820; Produkte; Über uns; Kontakt; Menü . Produkte; Über uns; Kontakt; ACG Automation Center Germany GmbH & Co. KG. Ihr kompetenter Partner für Industriearmaturen, Schwenkantriebe & Antriebszubehör. Industriearmaturen Details Antriebszubehör Details Voriger. Nächster. IHR AUTOMATISIERUNGS-ZENTRUM MIT KNOW-HOW. Unser Motto lautet (valves + …"
Fela Deutschland GmbH	Am Bahnhof 2	55765	Birkenfeld	Germany	+49 6782 8789915	www.fela-deutschland.de	info@fela-deutschland.de	Industrial and Services	Electronics	NaN
AFEMA Automatisierungs- und Steuerungstechnik GmbH	Kraußoldstraße 20	95615	Marktredwitz	Germany	+49 9231 603351	www.afema.de	info@scherdel.de	Industrial and Services	Robots	"https://www.faema.de
Eleganz, Energieeinsparung und Spitzenleistung: die beste Tradition eines guten italienischen Espresso. Faema plant, produziert und vertreibt professionelle Espresso- und Cappuccino-Siebträgermaschinen mit einnehmendem Design und innovativer Technologie. Entdecken Sie mehr auf faema.de!"
AFFELDT Maschinenbau GmbH	Altendeich 14	25335	Raa-Besenbek	Germany	+49 4121 2960	www.affeldt.com	sales@affeldt.com	Industrial and Services	Machinery & Equipment	NaN
AK Automation und Kommunikationstechnik GmbH	Uttmannstraße 15	1591	Riesa	Germany	+49 3525 725940	www.ak-riesa.de	home@ak-riesa.de	Industrial and Services	Machinery & Equipment	"https://www.ak-riesa.de
Die AK Automation und Kommunikationstechnik GmbH in Riesa beliefert weltweit Stahlwerke und Maschinenbau-Unternehmen mit Ausrüstungen auf dem Gebiet der Nieder- und Mittelspannungstechnik und Automation. Spezialgebiet unserer Firma ist die Ausrüstung von elektrisch angetriebenen Großbaggern für den Abbau von Rohstoffen im Tagebau."
Herz GmbH	Biberweg 1	56566	Neuwied	Germany	+49 2622 81086	www.herz-gmbh.com	info@herz-gmbh.com	Industrial and Services	Machinery & Equipment	"https://herz-gmbh.com
Mit. HERZ. durch die Kunststoffwelt. Die HERZ GmbH Kunststoff- und Wärmetechnologie ist Entwickler und Hersteller von Geräten, Maschinen und Zubehör für die Kunststoffbe- und –verarbeitung sowie für die Prozesswärmetechnik. Seit bereits mehr als 50 Jahren stehen Ihnen unsere Mitarbeiter in vielen Ländern Europas mit Rat und Tat zur Seite.
Geschätzte Lesezeit: 40 Sekunden"
BRF Verpackungen GmbH & Co. KG	Lenhartzhammer 6	42899	Remscheid	Germany	+49 2191 696250	www.brf-verpackungen.de	info@brf-verpackungen.de	Industrial and Services	Packaging	"brf-verpackungen.de
Herzlich Willkommen. BRF - IHR Partner für Thermoformung und maschinengestütztem Verpackungsservice. Ihr Team von BRF-Verpackungen."
Hesco Kunststoffverarbeitung GmbH	Im Biotechnologiepark	14943	Luckenwalde	Germany	+49 3371 40580	www.hesco.de	hesco@hesco.de	Industrial and Services	Machinery & Equipment	"https://www.hesco.de
Willkommen bei hesco. Die hesco Kunststoffverarbeitung GmbH ist ein traditionsreiches Luckenwalder Unternehmen, das in der 3. Generation familiengeführt ist und sich zu 100% im Familienbesitz befindet. Mit ihrer über 70-jährigen Firmengeschichte kann hesco auf mehr als 60 Jahre Erfahrung in der Kunststoffbranche zurückgreifen."
Brückner Automation Verwaltungs GmbH	Friedrich-Rückert-Straße 60a	96450	Coburg	Germany	+49 9561 31890	karlheinz.weinmann@brueckner.com	info@brf-verpackungen.de	Industrial and Services	Machinery & Equipment	"https://www.brueckner.com/de/Impressum
Karlheinz Weinmann, Brückner Group GmbH E-mail: karlheinz.weinmann@brueckner.com. Konzept, Design & Programmierung elements.at New Media Solutions GmbH Gusswerk Halle 6 | Söllheimerstraße 16 | 5020 Salzburg | Austria Web: https://www.elements.at. Herausgeber Brückner Group GmbH Königsberger Str. 5-7 83313 Siegsdorf Germany Tel.: +49 8662 63-0 Fax: +49 8662 63-9350 E-Mail: brueckner…
Telefon: 08662 630"
HFT GmbH&Co.KG	Otto-Hahn-Ring 25	64653	Lorsch	Germany	+49 6252 794760	www.hftech.de	info@hftech.de	Industrial and Services	Machinery & Equipment	"https://www.hftech.de
HFT GmbH & Co. KG. Wir entwickeln, konstruieren und fertigen Heißkanalsysteme als Partner der Kunststoffindustrie"
HG Grimme Systech GmbH	Osterweg 23	86879	Wiedergeltingen	Germany	+49 8241 96080	www.hg-grimme.de	info@hg-grimme.de	Industrial and Services	Special Machinery	"https://www.hg-grimme.de
Weltweit Zuhause. Als Hersteller von Fräsmaschinen, Schneidanlagen, Wasserstrahlschneidanlagen und Vorrichtungen, die weltweit im Einsatz sind, steht der Name HG GRIMME für zukunftsweisendes Engineering, für hoch präzise Technologien, für langlebige kompakte Hightech-Maschinen sowie für individuelle Konfigurationen, bestückt mit CAD/CAM Programmen."
Cellpack GmbH	Carl-Zeiss-Straße 20	79761	Waldshut-Tiengen	Germany	+49 7741 60070	www.cellpack-electrical-products.eu	info@bbc-group.com	Industrial and Services	Electrical	NaN
Hilger u. Kern GmbH	Käfertaler Str. 253	68167	Mannheim	Germany	+49 621 37050	www.hilger-kern-group.com	info@hilger-kern-group.com	Industrial and Services	Engineering & Product Design	"https://www.hilger-kern-group.com/de
Drei starke Marken und mehr als 90 Jahre Branchenerfahrung haben uns zu dem gemacht, was wir heute sind: die HILGER & KERN GROUP. 1927 gegründet, haben wir uns zu einer international tätigen, familiengeführten Unternehmensgruppe entwickelt. Lernen Sie uns und unsere Geschichte kennen! Erfahren Sie mehr über uns."
Citlak Automation GmbH	Werdohler Str. 66	58511	Lüdenscheid	Germany	+49 2351 983908	www.citlak.com	info@citlak.com	Industrial and Services	Machinery & Equipment	"citlak.com
Willkommen bei Citlak Automation GmbH. Wir sind Ihr leistungsstarker Partner rund um Konstruktion und Maschinenbau. Auf dieser Homepage möchten wir Ihnen unser Unternehmen und seine Leistungen vorstellen. Sprechen Sie in allen Fragen des Maschinenbaus und der Konstruktion mit uns!"
Hill Oberflächentechnik GmbH	Zum Obsthof 13	75177	Pforzheim	Germany	+49 7231 4729650	www.hill-gmbh.de	info@hill-gmbh.de	Industrial and Services	Machinery & Equipment	"www.hill-gmbh.de
Hill Oberflächentechnik - Beflammungsanlage zur Vorbehandlung von Kunststoff- u. Metalloberflächen zur Haftungsverbesserung"
hinderer + mühlich GmbH & Co. KG	Heilbronner Str. 29	73037	Göppingen	Germany	+49 7161 978220	www.hinderer-muehlich.de	info@hinderer-muehlich.de	Industrial and Services	Molds maker	"https://www.hinderer-muehlich.de
Hinderer + Mühlich, ein Mitglied der KURZ Gruppe, ist Spezialist für präzise Heißprägewerkzeuge. Seine Produktpalette umfasst plane und angepasste Silikon- und Metallwerkzeuge, rotative Prägesysteme, Flaschenprägeformen und Werkstückaufnahmen mit hohem Qualitätsanspruch."
Fritz Automation GmbH	Sägmühlstraße 1	76596	Forbach	Germany	+49 7228 96860	www.fritz-automation.com	info@fritz-automation.com	Industrial and Services	Machinery & Equipment	"https://www.fritz-automation.com
Fritz Automation begleitet weltweit Technologie- und Maschinenbauunternehmen auf dem Weg in die digitale Transformation. Tel. +49 (0) 72 28 96 86 - 0
Geschätzte Lesezeit: 50 Sekunden"
FRÖHLICH Systemautomation GmbH	Markt Berolzheimer Str. 11	91757	Treuchtlingen	Germany	+49 9142 2033300	www.sondermaschine.com	info@sondermaschine.com	Industrial and Services	Machinery & Equipment	"www.sondermaschine.com
Markt Berolzheimer Straße 11 | D-91757 Treuchtlingen - Wettelsheim | Tel. 09142/2033-300 | E-Mail: info@sondermaschine.com"
Hmp GmbH & Co. KG	Hauspoint 13	83410	Laufen	Germany	+49 8682 9568530	www.hmp-maschinenbau.de	info@hmp-maschinenbau.de	Industrial and Services	Special Machinery	"https://hmp-maschinenbau.de
HMP GmbH & Co.KG Ihr Partner im Bereich Heißnieten / Heißverstemmen, Maschinenbau, Automatisierung und Prozesstechnik"
Gebr. Frank GmbH & Co. KG	Ludwig-Jahn-Straße 2	7545	Gera	Germany	+49 365 43460	www.gebr-frank.de	info@gebr-frank.de	Industrial and Services	Packaging	"www.gebr-frank.de
Schauen Sie sich auf unserer Seite um, erkunden Sie unsere Firma. und unser breites Leistungsspektrum. Sollten Sie Fragen oder Probleme haben, so zögern Sie nicht, uns zu kontaktieren. Wir können Ihnen ganz bestimmt weiterhelfen und freuen uns auf den Dialog mit Ihnen."
HORO Dr. Hofmann GmbH	Rudolf-Diesel-Straße 8	73760	Ostfildern	Germany	+49 711 34169950	www.horo.eu	info@horo.eu	Industrial and Services	Special Machinery	"https://horo.eu
Preiswerte, robuste und langlebige Qualität! Für Labor und Industrie fertigen wir Wärmeschränke, Trockenschränke, Trockenkammern, Trockenöfen, Befeuchtungskammern, Vakuumschränke, Temperkammern und komplette Trockenanlagen und liefern sie an Kunden in aller Welt! Ausgehend von einer Standardgeometrie bieten wir Ihnen Schränke und ..."
Scholz - High tech in plastic	Nalser Str. 39	96317	Kronach	Germany	+49 9261 60770	www.scholz-htik.de	info@scholz-htik.de	Industrial and Services	Molds maker	"https://www.scholz-htik.de
High-End-Umgebung-, langjährige Erfahrung, firmeneigenes Know-how und eine Null-Fehler-Toleranz, sind die Komponenten, die uns. zum Technologieführer über die Grenzen hinaus machen. weiterlesen. Verzahnungstechnik. Verzahnungstechnik. Produkte. Prüfstände. Technologien. Wir stehen für individuelle Lösungen im Zahnrad- und Getriebebereich."
GEPE Technik GmbH	Fraunhoferstraße 1	51647	Gummersbach	Germany	+49 2261 204350	www.gepe-technik.de	info@gepe-technik.de	Industrial and Services	Machinery & Equipment	"https://gepe-technik.de
Seit fast 30 Jahren entwickeln und fertigen wir Komplettsysteme in den Bereichen Fördertechnik, Automatisierung und Schallschutz. Mit aktuell mehr als 20 Mitarbeitern arbeiten wir als ein Team eng miteinander zusammen, um in Hinblick auf Qualität und Lieferzeiten zu überzeugen. Auf einer Grundfläche von fast 1800 qm haben wir die ..."
Gerhard Schubert GmbH	Hofäckerstraße 7	74564	Crailsheim	Germany	+49 7951 4000	www.gerhard-schubert.de	info@gerhard-schubert.de	Industrial and Services	Packaging	NaN
HS Umformtechnik GmbH	Gewerbestraße 1	97947	Grünsfeld	Germany	+49 9346 92990	www.hs-umformtechnik.de		Industrial and Services	Engineering & Product Design	"https://hs-umformtechnik.de
HS Umformtechnik GmbH - Ihr Spezialist und weltweiter Systemlieferant für Rohrbogen, Rohrkupplungen und Abzweigstücke für pneumatische Förderanlagen"
Gerling Automation GmbH	Dieselstraße 18	71546	Aspach	Germany	+49 7191 92350	www.gerling-automation.de	info@gerling-automation.de	Industrial and Services	Robots	"https://www.gerling-automation.de/de/startseite
WILLKOMMEN BEI GERLING. Die Entwicklung, Herstellung und der weltweite Vertrieb von Anlagen für die Werkzeugproduktion sowie Montageanlagen und Sondermaschinen sind unser Spezialgebiet. Unsere Philosophie ist es, Ihre Wünsche und Vorstellungen in einer partnerschaftlichen Zusammenarbeit nach dem aktuellsten Stand der Technik zu realisieren."
Huber Kunststoff & Technik GmbH	Gewerbestraße 4	86879	Wiedergeltingen	Germany	+49 8241 96730	www.huber-kunststoff-technik.de	info@huber-kunststoff-technik.de	Industrial and Services	Machinery & Equipment	"https://www.huber-kunststoff-technik.de
Huber Kunststoff & Technik GmbH - Aus einer Hand Entwicklung, Formen- und Modellbau, Werkzeugbau, Industriedesign und Produktion von Kunststoffteilen, Einzel- oder Serienfertigung, mit CNC-Fräsmaschinen, in Baugruppenmontage oder Komponentenmontage, Rapid …"
Graf Verpackungen GmbH	Amperestraße 7	91550	Dinkelsbühl	Germany	+49 9851 551470	www.graf-verpackungen.de	kontakt@graf-verpackungen.de	Industrial and Services	Packaging	"www.graf-verpackungen.de
HACCP BRC/IOP zertifizierter Hersteller von TOP-Frisch, Frischpack, Einwickelpapier, Einschlagpapier, Metzgerpapier und Käsepapier."
Huonker GmbH	Obere Wiesen 5	78052	Villingen-Schwenningen	Germany	+49 7721 92960	www.hanshuonker.de	info@hanshuonker.de	Industrial and Services	Machinery & Equipment	"hanshuonker.de
Als Experte für innovative und zuverlässige Verbindungen von Kunststoff und Metall steht der Name Huonker für höchste Entwicklungskompetenz und ein leistungsfähiges Produktspektrum, und das seit vielen Jahren. Kunden schätzen die Vielseitigkeit unserer Lösungen, die Huonker zum wichtigen Partner für industrielle Branchen auf der ganzen ..."
H & B Maschinenbau und Automation GmbH	Bordenauer Str. 66	31535	Neustadt	Germany	+49 5032 8000429	www.hb-maschinenbau.de	info@hb-maschinenbau.de	Industrial and Services	Machinery & Equipment	"https://www.hb-maschinenbau.de
Wir sind zurzeit mit 15 Mitarbeitern in den Bereichen Betriebsmittel- und Sondermaschinenbau, sowie Automatisierungstechnik tätig. Durch unsere weitreichenden Erfahrungen im Sondermaschinenbau sind wir ein guter Partner für die Planung, Fertigung, Montage und. Inbetriebnahme von neuen Produktionsmaschinen oder die Verbesserung von ..."
Karl Knauer GmbH	Maybachstraße 5-7	74632	Neuenstein	Germany	+49 7942 91120	www.karlknauer.de	info@karlknauer.de	Industrial and Services	Packaging	"https://www.karlknauer.de
Ihr Hersteller hochwertiger Verpackungen und Werbemittel. Mit den besten Verpackungen am POS punkten: Karl Knauer zählt zu den führenden Herstellern hochwertiger Verpackungen in Deutschland. Mit mehr als 80 Jahren Expertise, mit Qualitätsbewusstsein und Innovationsgeist entwickeln und produzieren wir Verpackungen wie Faltschachteln aus ..."
Hurst + Schröder GmbH	Heinrichstraße 9	58791	Werdohl	Germany	+49 2392 50080	www.hurst-schroeder.de	info@hurst-schroeder.de	Industrial and Services	Machinery & Equipment	"https://www.hurst-schroeder.de
In Deutschland, Ungarn, der Slowakei und der Türkei fertigen ca. 475 Mitarbeiter Schaltergriffe, Restwärmeanzeigen, Signalleuchten, Anzeigeelemente, Elektronik-Produkte und komplexe Systeme. Diese kommen weltweit zum Einsatz. Beispielsweise stellt unsere Lagerlogistik in den USA schnelle Lieferzeiten auf dem amerikanischen Kontinent sicher."
